1,47,2,46,37,38
2,19,2,27,23,17
3,8,2,26,18,26
4,33,2,19,18,19
5,18,2,17,10,15
6,23,2,12,8,21
7,17,2,10,18,14
8,36,2,9,3,9
9,22,2,8,12,8
10,1,2,8,11,10
11,33,3,12,8,9
12,30,3,11,5,10
13,7,3,10,10,5
14,45,3,9,7,12
15,28,3,8,7,9
16,18,3,8,6,5
17,40,3,6,3,2
18,51,3,5,0,1
19,3,3,4,8,5
20,17,3,4,4,7
21,47,4,46,29,29
22,8,4,38,27,23
23,19,4,29,17,19
24,33,4,24,26,32
25,36,4,13,8,7
26,18,4,11,19,14
27,17,4,11,11,12
28,22,4,8,9,11
29,21,4,8,4,5
30,1,4,7,16,12
31,7,5,14,7,5
32,18,5,10,13,7
33,45,5,9,15,13
34,30,5,9,8,7
35,36,5,6,6,2
36,40,5,6,0,3
37,8,5,5,2,4
38,39,5,5,2,4
39,3,5,4,6,6
40,28,5,4,1,3
41,8,6,51,21,28
42,45,6,36,38,36
43,33,6,23,21,29
44,19,6,19,13,15
45,18,6,16,10,15
46,1,6,14,15,17
47,36,6,13,10,8
48,23,6,9,6,10
49,22,6,8,9,10
50,17,6,7,16,18
51,18,7,11,12,6
52,45,7,9,9,7
53,3,7,9,7,7
54,33,7,8,6,8
55,7,7,7,10,7
56,39,7,7,2,5
57,36,7,6,3,2
58,40,7,5,4,5
59,22,7,5,0,6
60,17,7,3,2,4
61,45,8,36,39,26
62,8,8,32,17,14
63,33,8,28,26,36
64,1,8,17,16,17
65,23,8,16,9,12
66,18,8,13,16,20
67,17,8,11,9,13
68,22,8,10,11,11
69,36,8,9,12,9
70,19,8,9,9,12
71,30,9,13,5,7
72,18,9,12,16,8
73,45,9,10,13,11
74,7,9,7,3,7
75,33,9,5,4,4
76,17,9,4,5,2
77,22,9,4,4,5
78,16,9,4,2,1
79,28,9,3,5,0
80,3,9,3,4,10
81,47,10,40,24,33
82,34,10,32,28,28
83,8,10,28,16,15
84,1,10,16,25,17
85,18,10,13,17,26
86,17,10,13,14,11
87,22,10,13,8,13
88,28,10,12,9,4
89,9,10,11,11,7
90,19,10,11,10,7
91,18,11,12,9,8
92,30,11,10,10,5
93,33,11,9,6,3
94,7,11,6,5,4
95,45,11,6,3,4
96,28,11,5,4,2
97,23,11,5,1,4
98,3,11,3,5,9
99,36,11,3,1,2
100,22,11,2,6,2
101,47,12,44,32,25
102,34,12,26,21,16
103,18,12,20,18,27
104,8,12,16,22,12
105,17,12,15,7,15
106,22,12,13,10,12
107,1,12,9,9,23
108,9,12,9,8,8
109,42,12,9,2,12
110,24,12,7,15,5
111,33,13,11,8,4
112,30,13,10,11,5
113,18,13,9,7,8
114,22,13,7,5,8
115,45,13,6,5,2
116,36,13,4,1,1
117,7,13,3,6,4
118,40,13,3,4,2
119,3,13,2,3,4
120,39,13,2,1,0
121,43,15,45,38,29
122,47,15,37,34,37
123,18,15,33,21,28
124,8,15,16,22,16
125,9,15,14,6,11
126,38,15,13,7,2
127,24,15,12,5,12
128,21,15,11,12,7
129,17,15,8,5,16
130,1,15,7,9,11
131,18,14,10,10,6
132,53,14,9,6,8
133,30,14,9,6,5
134,3,14,6,7,8
135,45,14,5,4,2
136,22,14,4,6,4
137,17,14,3,5,1
138,16,14,3,1,3
139,7,14,2,3,2
140,36,14,2,1,1
141,48,17,55,31,46
142,12,17,37,35,30
143,47,17,36,31,27
144,36,17,12,10,11
145,49,17,11,14,15
146,21,17,11,6,6
147,6,17,10,12,13
148,32,17,7,11,6
149,17,17,6,4,6
150,22,17,6,4,4
151,37,16,11,9,9
152,12,16,9,10,6
153,40,16,5,5,5
154,16,16,4,1,2
155,39,16,4,0,2
156,3,16,3,5,2
157,28,16,3,2,2
158,49,16,2,4,2
159,45,16,2,1,3
160,22,16,2,1,2
161,47,19,83,61,30
162,32,19,20,16,17
163,49,19,17,19,23
164,8,19,15,8,9
165,22,19,14,6,12
166,7,19,10,18,16
167,23,19,10,8,14
168,29,19,8,1,2
169,50,19,7,4,7
170,36,19,6,6,7
171,12,18,9,9,6
172,37,18,6,10,9
173,45,18,4,4,0
174,16,18,4,3,6
175,39,18,4,2,2
176,30,18,3,2,4
177,40,18,2,2,1
178,7,18,2,1,1
179,49,18,2,1,1
180,22,18,2,0,0
181,48,20,80,69,46
182,12,20,47,37,42
183,6,20,8,16,17
184,9,20,8,7,5
185,22,20,8,3,4
186,21,20,7,10,15
187,32,20,6,6,13
188,17,20,6,5,3
189,19,20,5,7,9
190,31,20,3,14,15
191,37,21,10,6,6
192,12,21,9,7,7
193,45,21,6,4,2
194,3,21,3,2,2
195,39,21,3,0,1
196,52,21,2,2,0
197,16,21,1,5,3
198,30,21,1,3,6
199,28,21,1,2,1
200,40,21,1,1,3
201,48,22,49,41,35
202,12,22,40,25,25
203,47,22,34,35,25
204,49,22,10,12,17
205,23,22,9,6,10
206,31,22,7,6,13
207,6,22,6,9,7
208,9,22,6,4,3
209,32,22,4,9,14
210,21,22,4,5,13
211,37,23,13,6,8
212,12,23,7,5,7
213,45,23,3,3,4
214,30,23,3,3,1
215,49,23,2,5,3
216,16,23,2,4,1
217,3,23,2,2,2
218,40,23,1,3,1
219,28,23,1,2,3
220,22,23,1,2,1
221,48,24,50,27,22
222,47,24,33,31,30
223,12,24,20,23,23
224,49,24,13,11,16
225,23,24,13,8,8
226,1,24,8,7,2
227,31,24,7,5,9
228,21,24,6,13,16
229,6,24,6,10,5
230,22,24,5,3,10
231,37,25,8,5,3
232,12,25,4,3,7
233,40,25,4,3,3
234,28,25,4,3,2
235,45,25,3,2,3
236,49,25,3,1,1
237,30,25,2,5,5
238,22,25,2,2,1
239,3,25,1,2,2
240,39,25,1,1,2
241,47,26,45,28,34
242,48,26,29,32,30
243,23,26,11,7,7
244,21,26,10,10,12
245,12,26,9,9,7
246,17,26,7,3,5
247,10,26,7,2,4
248,49,26,5,11,10
249,1,26,5,7,5
250,19,26,5,5,3
251,30,27,6,6,2
252,37,27,5,5,3
253,17,27,4,3,2
254,22,27,4,0,0
255,3,27,3,4,4
256,28,27,3,3,3
257,39,27,3,2,3
258,49,27,2,2,3
259,45,27,1,5,1
260,12,27,1,2,2
261,16,27,1,2,2
262,47,28,36,26,28
263,48,28,30,31,35
264,23,28,16,5,8
265,46,28,10,22,18
266,22,28,10,10,7
267,21,28,10,7,5
268,31,28,7,6,10
269,1,28,6,2,10
270,10,28,5,6,3
271,19,28,4,12,2
272,37,29,11,8,6
273,3,29,4,5,3
274,30,29,3,6,6
275,16,29,3,4,3
276,17,29,3,4,0
277,46,29,3,3,3
278,39,29,3,3,1
279,45,29,1,2,4
280,7,29,1,1,1
281,28,29,1,1,0
282,48,30,43,29,31
283,47,30,34,21,16
284,22,30,13,10,13
285,46,30,12,19,11
286,1,30,8,8,6
287,41,30,7,2,0
288,21,30,6,8,7
289,23,30,4,7,7
290,31,30,4,6,11
291,10,30,3,2,3
292,37,31,7,5,9
293,46,31,4,3,1
294,45,31,3,4,3
295,30,31,3,3,0
296,39,31,3,2,2
297,16,31,2,3,3
298,7,31,2,1,1
299,40,31,2,0,0
300,3,31,1,2,3
301,17,31,1,0,2
302,48,32,37,29,32
303,47,32,32,25,17
304,1,32,13,8,14
305,21,32,9,10,7
306,22,32,8,8,9
307,39,32,8,5,6
308,46,32,6,13,7
309,19,32,6,7,11
310,32,32,5,3,5
311,23,32,4,10,5
312,37,33,7,3,6
313,3,33,4,3,4
314,16,33,3,3,1
315,40,33,3,2,1
316,39,33,2,4,4
317,45,33,2,3,2
318,30,33,2,1,1
319,22,33,1,2,0
320,46,33,1,0,1
321,7,33,0,1,2
322,47,34,40,19,17
323,48,34,22,30,19
324,21,34,16,10,16
325,39,34,12,13,10
326,22,34,8,9,4
327,10,34,7,3,3
328,17,34,6,6,6
329,16,34,6,3,13
330,1,34,6,2,3
331,30,34,3,2,0
332,30,35,7,3,6
333,45,35,4,6,1
334,16,35,3,4,2
335,18,35,3,2,2
336,3,35,2,4,2
337,7,35,1,0,1
338,22,35,1,0,1
339,19,35,1,0,0
340,28,35,0,3,0
341,39,35,0,0,4
342,47,36,38,27,19
343,39,36,16,11,17
344,17,36,10,6,13
345,21,36,10,5,12
346,22,36,8,11,8
347,16,36,8,7,5
348,41,36,6,4,2
349,10,36,6,2,3
350,40,36,5,10,5
351,11,36,5,7,8
352,30,37,4,3,3
353,39,37,4,3,3
354,40,37,3,4,3
355,45,37,3,4,2
356,17,37,2,1,2
357,7,37,2,0,1
358,3,37,1,3,4
359,16,37,1,3,2
360,4,37,1,1,0
361,22,37,1,0,0
362,18,42,33,26,30
363,47,42,24,20,12
364,21,42,10,1,5
365,22,42,8,9,5
366,16,42,7,6,6
367,17,42,7,6,6
368,39,42,6,5,9
369,23,42,6,4,8
370,28,42,6,4,7
371,19,42,4,7,3
372,30,43,7,5,3
373,18,43,3,3,0
374,39,43,2,2,3
375,16,43,1,2,3
376,40,43,1,2,0
377,3,43,1,1,2
378,19,43,1,1,1
379,45,43,1,0,3
380,7,43,0,1,0
381,17,43,0,0,1
382,21,43,0,0,1
383,47,44,41,32,30
384,22,44,12,12,12
385,17,44,10,5,4
386,39,44,9,5,9
387,23,44,7,7,4
388,21,44,6,4,5
389,16,44,5,8,12
390,19,44,4,7,5
391,18,44,3,12,5
392,1,44,3,1,1
393,45,45,6,4,2
394,30,45,3,4,3
395,39,45,1,2,0
396,7,45,1,1,5
397,16,45,1,1,1
398,3,45,1,1,0
399,17,45,1,0,0
400,40,45,0,1,0
401,18,45,0,0,2
402,21,45,0,0,1
403,47,46,22,18,16
404,18,46,10,7,14
405,16,46,8,8,9
406,39,46,7,6,12
407,22,46,7,5,7
408,40,46,7,4,4
409,17,46,6,10,5
410,28,46,6,9,4
411,21,46,4,5,0
412,7,46,4,4,7
413,30,47,6,4,5
414,45,47,2,2,2
